"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестовые данные для проверки негативных сценариев оформления заказа","1068","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-28","passed","2026-06-28","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Checkout' на странице 'Корзина'","838","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-06-28","passed","2026-06-28","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","621","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-28","passed","2026-06-28","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","794","checkRemoveItem","Surefire suite","2026-06-28","passed","2026-06-28","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверить соответствие имени и цены добавленного товара","4073","checkAddBucketItem","Surefire suite","2026-06-28","passed","2026-06-28","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","798","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-06-28","passed","2026-06-28","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Авторизация с валидными данными","651","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-06-28","passed","2026-06-28","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Тестовые данные для проверки негативных сценариев оформления заказа","1177","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-28","passed","2026-06-28","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","607","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-28","passed","2026-06-28","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","882","checkAddBucketSomeItems","Surefire suite","2026-06-28","passed","2026-06-28","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","1036","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-28","passed","2026-06-28","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка выхода из аккаунта через бургер меню","1800","logout","Surefire suite","2026-06-28","passed","2026-06-28","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Сделать заказ с валидными данными","1038","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-06-28","passed","2026-06-28","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка авторизации с невалидными данными","598","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-28","passed","2026-06-28","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
