"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить соответствие имени и цены добавленного товара","695","checkAddBucketItem","Surefire suite","2026-07-19","passed","2026-07-19","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка кнопки 'Checkout' на странице 'Корзина'","1827","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-07-19","passed","2026-07-19","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверить соответствие имени и цены добавленных товаров","802","checkAddBucketSomeItems","Surefire suite","2026-07-19","passed","2026-07-19","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка авторизации с невалидными данными","507","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-19","passed","2026-07-19","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","503","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-19","passed","2026-07-19","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","546","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-07-19","passed","2026-07-19","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Сделать заказ с валидными данными","1035","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-07-19","passed","2026-07-19","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка авторизации с невалидными данными","491","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-19","passed","2026-07-19","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","1019","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-19","passed","2026-07-19","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить нажатие кнопки Remove","676","checkRemoveItem","Surefire suite","2026-07-19","passed","2026-07-19","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","994","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-19","passed","2026-07-19","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","719","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-07-19","passed","2026-07-19","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","994","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-19","passed","2026-07-19","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка выхода из аккаунта через бургер меню","1666","logout","Surefire suite","2026-07-19","passed","2026-07-19","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
