"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить соответствие имени и цены добавленного товара","524","checkAddBucketItem","Surefire suite","2026-08-06","passed","2026-08-06","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка авторизации с невалидными данными","414","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-06","passed","2026-08-06","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","864","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-06","passed","2026-08-06","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Сделать заказ с валидными данными","791","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-06","passed","2026-08-06","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","569","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-06","passed","2026-08-06","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","789","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-06","passed","2026-08-06","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка выхода из аккаунта через бургер меню","1542","logout","Surefire suite","2026-08-06","passed","2026-08-06","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка авторизации с невалидными данными","386","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-06","passed","2026-08-06","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","574","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-06","passed","2026-08-06","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверить нажатие кнопки Remove","541","checkRemoveItem","Surefire suite","2026-08-06","passed","2026-08-06","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверить соответствие имени и цены добавленных товаров","602","checkAddBucketSomeItems","Surefire suite","2026-08-06","passed","2026-08-06","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","764","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-06","passed","2026-08-06","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","402","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-06","passed","2026-08-06","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","1787","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-06","passed","2026-08-06","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
