"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","473","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-17","passed","2026-08-17","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","892","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-17","passed","2026-08-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","457","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-17","passed","2026-08-17","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","642","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-17","passed","2026-08-17","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверить соответствие имени и цены добавленного товара","589","checkAddBucketItem","Surefire suite","2026-08-17","passed","2026-08-17","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Сделать заказ с валидными данными","848","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-17","passed","2026-08-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверить соответствие имени и цены добавленных товаров","692","checkAddBucketSomeItems","Surefire suite","2026-08-17","passed","2026-08-17","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка выхода из аккаунта через бургер меню","1624","logout","Surefire suite","2026-08-17","passed","2026-08-17","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка авторизации с невалидными данными","431","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-17","passed","2026-08-17","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","612","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-17","passed","2026-08-17","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","825","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-17","passed","2026-08-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить нажатие кнопки Remove","587","checkRemoveItem","Surefire suite","2026-08-17","passed","2026-08-17","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Авторизация с валидными данными","1162","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-17","passed","2026-08-17","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Тестовые данные для проверки негативных сценариев оформления заказа","830","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-17","passed","2026-08-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
