"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","476","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-19","passed","2026-09-19","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка выхода из аккаунта через бургер меню","1540","logout","Surefire suite","2026-09-19","passed","2026-09-19","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Тестовые данные для проверки негативных сценариев оформления заказа","601","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-19","broken","2026-09-19","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","467","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-19","broken","2026-09-19","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","473","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-19","passed","2026-09-19","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","427","checkRemoveItem","Surefire suite","2026-09-19","broken","2026-09-19","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Сделать заказ с валидными данными","536","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-09-19","broken","2026-09-19","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Авторизация с валидными данными","436","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-09-19","passed","2026-09-19","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка авторизации с невалидными данными","414","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-19","passed","2026-09-19","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","1390","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-09-19","broken","2026-09-19","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Тестовые данные для проверки негативных сценариев оформления заказа","576","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-19","broken","2026-09-19","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","582","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-09-19","passed","2026-09-19","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверить соответствие имени и цены добавленных товаров","656","checkAddBucketSomeItems","Surefire suite","2026-09-19","passed","2026-09-19","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверить соответствие имени и цены добавленного товара","447","checkAddBucketItem","Surefire suite","2026-09-19","broken","2026-09-19","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
