"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","429","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-22","passed","2026-07-22","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","434","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-22","passed","2026-07-22","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","515","checkRemoveItem","Surefire suite","2026-07-22","passed","2026-07-22","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверить соответствие имени и цены добавленных товаров","613","checkAddBucketSomeItems","Surefire suite","2026-07-22","passed","2026-07-22","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка выхода из аккаунта через бургер меню","1554","logout","Surefire suite","2026-07-22","passed","2026-07-22","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Тестовые данные для проверки негативных сценариев оформления заказа","760","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-22","passed","2026-07-22","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","687","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-22","passed","2026-07-22","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Сделать заказ с валидными данными","706","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-07-22","passed","2026-07-22","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Авторизация с валидными данными","404","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-07-22","passed","2026-07-22","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка авторизации с невалидными данными","427","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-22","passed","2026-07-22","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","837","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-07-22","passed","2026-07-22","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Тестовые данные для проверки негативных сценариев оформления заказа","758","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-22","passed","2026-07-22","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленного товара","537","checkAddBucketItem","Surefire suite","2026-07-22","passed","2026-07-22","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","542","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-07-22","passed","2026-07-22","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
