"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка выхода из аккаунта через бургер меню","1568","logout","Surefire suite","2026-08-26","passed","2026-08-26","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка авторизации с невалидными данными","397","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-26","passed","2026-08-26","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","547","checkRemoveItem","Surefire suite","2026-08-26","passed","2026-08-26","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка авторизации с невалидными данными","413","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-26","passed","2026-08-26","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленного товара","574","checkAddBucketItem","Surefire suite","2026-08-26","passed","2026-08-26","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","865","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-26","passed","2026-08-26","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","784","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-26","passed","2026-08-26","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Checkout' на странице 'Корзина'","586","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-26","passed","2026-08-26","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Авторизация с валидными данными","2304","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-26","passed","2026-08-26","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Сделать заказ с валидными данными","752","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-26","passed","2026-08-26","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","612","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-26","passed","2026-08-26","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверить соответствие имени и цены добавленных товаров","584","checkAddBucketSomeItems","Surefire suite","2026-08-26","passed","2026-08-26","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка авторизации с невалидными данными","441","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-26","passed","2026-08-26","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","732","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-26","passed","2026-08-26","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
