"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","636","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-06-15","passed","2026-06-15","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка авторизации с невалидными данными","479","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-15","passed","2026-06-15","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","469","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-15","passed","2026-06-15","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка выхода из аккаунта через бургер меню","1664","logout","Surefire suite","2026-06-15","passed","2026-06-15","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Сделать заказ с валидными данными","931","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-06-15","passed","2026-06-15","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка кнопки 'Checkout' на странице 'Корзина'","692","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-06-15","passed","2026-06-15","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверить соответствие имени и цены добавленного товара","2011","checkAddBucketItem","Surefire suite","2026-06-15","passed","2026-06-15","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверить соответствие имени и цены добавленных товаров","777","checkAddBucketSomeItems","Surefire suite","2026-06-15","passed","2026-06-15","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверить нажатие кнопки Remove","637","checkRemoveItem","Surefire suite","2026-06-15","passed","2026-06-15","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","941","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-15","passed","2026-06-15","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Авторизация с валидными данными","507","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-06-15","passed","2026-06-15","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка авторизации с невалидными данными","483","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-15","passed","2026-06-15","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","927","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-15","passed","2026-06-15","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","946","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-15","passed","2026-06-15","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
