"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить соответствие имени и цены добавленного товара","620","checkAddBucketItem","Surefire suite","2026-08-20","passed","2026-08-20","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Сделать заказ с валидными данными","853","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-20","passed","2026-08-20","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка авторизации с невалидными данными","434","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-20","passed","2026-08-20","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","440","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-20","passed","2026-08-20","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","693","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-20","passed","2026-08-20","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","479","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-20","passed","2026-08-20","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка выхода из аккаунта через бургер меню","1644","logout","Surefire suite","2026-08-20","passed","2026-08-20","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Тестовые данные для проверки негативных сценариев оформления заказа","987","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-20","passed","2026-08-20","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","599","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-20","passed","2026-08-20","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","851","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-20","passed","2026-08-20","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Авторизация с валидными данными","2511","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-20","passed","2026-08-20","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверить соответствие имени и цены добавленных товаров","686","checkAddBucketSomeItems","Surefire suite","2026-08-20","passed","2026-08-20","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","847","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-20","passed","2026-08-20","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить нажатие кнопки Remove","584","checkRemoveItem","Surefire suite","2026-08-20","passed","2026-08-20","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
