"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","483","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-20","passed","2026-06-20","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","477","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-20","passed","2026-06-20","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","910","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-20","passed","2026-06-20","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленного товара","2052","checkAddBucketItem","Surefire suite","2026-06-20","passed","2026-06-20","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","1054","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-20","passed","2026-06-20","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленных товаров","747","checkAddBucketSomeItems","Surefire suite","2026-06-20","passed","2026-06-20","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Сделать заказ с валидными данными","938","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-06-20","passed","2026-06-20","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка выхода из аккаунта через бургер меню","1666","logout","Surefire suite","2026-06-20","passed","2026-06-20","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить нажатие кнопки Remove","621","checkRemoveItem","Surefire suite","2026-06-20","passed","2026-06-20","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","917","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-20","passed","2026-06-20","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","642","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-06-20","passed","2026-06-20","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка авторизации с невалидными данными","466","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-20","passed","2026-06-20","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","700","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-06-20","passed","2026-06-20","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Авторизация с валидными данными","527","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-06-20","passed","2026-06-20","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
