"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестовые данные для проверки негативных сценариев оформления заказа","1952","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-01","passed","2026-08-01","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Checkout' на странице 'Корзина'","653","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-01","passed","2026-08-01","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверить соответствие имени и цены добавленного товара","616","checkAddBucketItem","Surefire suite","2026-08-01","passed","2026-08-01","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Авторизация с валидными данными","492","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-01","passed","2026-08-01","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Сделать заказ с валидными данными","882","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-01","passed","2026-08-01","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка выхода из аккаунта через бургер меню","1625","logout","Surefire suite","2026-08-01","passed","2026-08-01","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка авторизации с невалидными данными","432","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-01","passed","2026-08-01","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","597","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-01","passed","2026-08-01","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверить нажатие кнопки Remove","581","checkRemoveItem","Surefire suite","2026-08-01","passed","2026-08-01","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка авторизации с невалидными данными","432","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-01","passed","2026-08-01","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","429","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-01","passed","2026-08-01","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","898","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-01","passed","2026-08-01","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","885","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-01","passed","2026-08-01","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленных товаров","690","checkAddBucketSomeItems","Surefire suite","2026-08-01","passed","2026-08-01","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
