"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","439","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-16","passed","2026-07-16","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Сделать заказ с валидными данными","873","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-07-16","passed","2026-07-16","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверить нажатие кнопки Remove","561","checkRemoveItem","Surefire suite","2026-07-16","passed","2026-07-16","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверить соответствие имени и цены добавленных товаров","692","checkAddBucketSomeItems","Surefire suite","2026-07-16","passed","2026-07-16","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Авторизация с валидными данными","494","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-07-16","passed","2026-07-16","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка выхода из аккаунта через бургер меню","1609","logout","Surefire suite","2026-07-16","passed","2026-07-16","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка авторизации с невалидными данными","441","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-16","passed","2026-07-16","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","870","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-16","passed","2026-07-16","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","436","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-16","passed","2026-07-16","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","595","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-07-16","passed","2026-07-16","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверить соответствие имени и цены добавленного товара","614","checkAddBucketItem","Surefire suite","2026-07-16","passed","2026-07-16","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка кнопки 'Checkout' на странице 'Корзина'","1844","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-07-16","passed","2026-07-16","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Тестовые данные для проверки негативных сценариев оформления заказа","898","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-16","passed","2026-07-16","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","900","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-16","passed","2026-07-16","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
