"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","508","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-10","passed","2026-09-10","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","547","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-09-10","passed","2026-09-10","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка кнопки 'Checkout' на странице 'Корзина'","1762","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-09-10","passed","2026-09-10","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка выхода из аккаунта через бургер меню","1669","logout","Surefire suite","2026-09-10","passed","2026-09-10","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить соответствие имени и цены добавленного товара","652","checkAddBucketItem","Surefire suite","2026-09-10","passed","2026-09-10","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Сделать заказ с валидными данными","881","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-09-10","passed","2026-09-10","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","674","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-09-10","passed","2026-09-10","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","889","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-10","passed","2026-09-10","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","498","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-10","passed","2026-09-10","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","896","checkAddBucketSomeItems","Surefire suite","2026-09-10","passed","2026-09-10","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка авторизации с невалидными данными","484","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-10","passed","2026-09-10","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","644","checkRemoveItem","Surefire suite","2026-09-10","passed","2026-09-10","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","857","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-10","passed","2026-09-10","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","857","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-10","passed","2026-09-10","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
