"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","443","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-13","passed","2026-08-13","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","700","checkAddBucketSomeItems","Surefire suite","2026-08-13","passed","2026-08-13","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка кнопки 'Checkout' на странице 'Корзина'","674","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-13","passed","2026-08-13","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Сделать заказ с валидными данными","914","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-13","passed","2026-08-13","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка авторизации с невалидными данными","428","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-13","passed","2026-08-13","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","441","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-13","passed","2026-08-13","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","4212","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-13","passed","2026-08-13","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить нажатие кнопки Remove","592","checkRemoveItem","Surefire suite","2026-08-13","passed","2026-08-13","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка выхода из аккаунта через бургер меню","1688","logout","Surefire suite","2026-08-13","passed","2026-08-13","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Авторизация с валидными данными","500","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-13","passed","2026-08-13","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверить соответствие имени и цены добавленного товара","632","checkAddBucketItem","Surefire suite","2026-08-13","passed","2026-08-13","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","917","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-13","passed","2026-08-13","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","604","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-13","passed","2026-08-13","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","901","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-13","passed","2026-08-13","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
