"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить соответствие имени и цены добавленного товара","666","checkAddBucketItem","Surefire suite","2026-09-06","passed","2026-09-06","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверить соответствие имени и цены добавленных товаров","742","checkAddBucketSomeItems","Surefire suite","2026-09-06","passed","2026-09-06","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка авторизации с невалидными данными","547","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-06","passed","2026-09-06","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","642","checkRemoveItem","Surefire suite","2026-09-06","passed","2026-09-06","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка авторизации с невалидными данными","476","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-06","passed","2026-09-06","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","899","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-06","passed","2026-09-06","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","480","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-06","passed","2026-09-06","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","623","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-09-06","passed","2026-09-06","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка кнопки 'Checkout' на странице 'Корзина'","1363","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-09-06","passed","2026-09-06","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Сделать заказ с валидными данными","961","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-09-06","passed","2026-09-06","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Авторизация с валидными данными","536","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-09-06","passed","2026-09-06","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Тестовые данные для проверки негативных сценариев оформления заказа","935","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-06","passed","2026-09-06","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка выхода из аккаунта через бургер меню","1626","logout","Surefire suite","2026-09-06","passed","2026-09-06","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Тестовые данные для проверки негативных сценариев оформления заказа","901","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-06","passed","2026-09-06","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
